date,state,district,pincode,demo_age_5_17,demo_age_17_
28-11-2025,Maharashtra,Mumbai Suburban,400049,2,5
28-11-2025,Maharashtra,Mumbai Suburban,400053,0,18
28-11-2025,Maharashtra,Mumbai Suburban,400061,2,7
28-11-2025,Maharashtra,Mumbai Suburban,400063,1,15
28-11-2025,Maharashtra,Mumbai Suburban,400066,0,26
28-11-2025,Maharashtra,Mumbai Suburban,400068,1,49
28-11-2025,Maharashtra,Mumbai Suburban,400070,7,40
28-11-2025,Maharashtra,Mumbai Suburban,400080,0,25
28-11-2025,Maharashtra,Mumbai Suburban,400095,3,51
28-11-2025,Maharashtra,Mumbai Suburban,400099,1,14
28-11-2025,Maharashtra,Mumbai Suburban,400101,5,41
28-11-2025,Maharashtra,Mumbai Suburban,400102,1,31
29-11-2025,Maharashtra,Mumbai Suburban,400024,0,13
29-11-2025,Maharashtra,Mumbai Suburban,400052,0,11
29-11-2025,Maharashtra,Mumbai Suburban,400056,1,10
29-11-2025,Maharashtra,Mumbai Suburban,400061,0,10
29-11-2025,Maharashtra,Mumbai Suburban,400062,0,1
29-11-2025,Maharashtra,Mumbai Suburban,400071,1,31
29-11-2025,Maharashtra,Mumbai Suburban,400072,5,45
29-11-2025,Maharashtra,Mumbai Suburban,400089,3,15
29-11-2025,Maharashtra,Mumbai Suburban,400103,0,8
21-12-2025,Maharashtra,Mumbai Suburban,400058,1,33
21-12-2025,Maharashtra,Mumbai Suburban,400059,1,32
21-12-2025,Maharashtra,Mumbai Suburban,400064,4,19
21-12-2025,Maharashtra,Mumbai Suburban,400067,4,67
21-12-2025,Maharashtra,Mumbai Suburban,400074,3,20
21-12-2025,Maharashtra,Mumbai Suburban,400078,7,28
21-12-2025,Maharashtra,Mumbai Suburban,400082,0,4
21-12-2025,Maharashtra,Mumbai Suburban,400087,0,2
21-12-2025,Maharashtra,Mumbai Suburban,400092,2,30
21-12-2025,Maharashtra,Mumbai Suburban,400098,0,4
21-12-2025,Maharashtra,Mumbai Suburban,400099,0,16
22-12-2025,Maharashtra,Mumbai Suburban,400053,3,9
22-12-2025,Maharashtra,Mumbai Suburban,400054,0,5
22-12-2025,Maharashtra,Mumbai Suburban,400055,1,18
22-12-2025,Maharashtra,Mumbai Suburban,400057,1,2
22-12-2025,Maharashtra,Mumbai Suburban,400066,3,18
22-12-2025,Maharashtra,Mumbai Suburban,400067,5,42
22-12-2025,Maharashtra,Mumbai Suburban,400068,2,25
22-12-2025,Maharashtra,Mumbai Suburban,400076,1,5
22-12-2025,Maharashtra,Mumbai Suburban,400083,2,13
22-12-2025,Maharashtra,Mumbai Suburban,400094,1,5
22-12-2025,Maharashtra,Mumbai Suburban,400099,0,13
23-12-2025,Maharashtra,Mumbai Suburban,400051,3,23
23-12-2025,Maharashtra,Mumbai Suburban,400052,1,6
23-12-2025,Maharashtra,Mumbai Suburban,400053,3,28
23-12-2025,Maharashtra,Mumbai Suburban,400061,3,7
23-12-2025,Maharashtra,Mumbai Suburban,400063,2,19
23-12-2025,Maharashtra,Mumbai Suburban,400064,5,17
23-12-2025,Maharashtra,Mumbai Suburban,400067,6,68
23-12-2025,Maharashtra,Mumbai Suburban,400068,4,56
23-12-2025,Maharashtra,Mumbai Suburban,400069,3,11
23-12-2025,Maharashtra,Mumbai Suburban,400072,13,67
23-12-2025,Maharashtra,Mumbai Suburban,400079,0,12
23-12-2025,Maharashtra,Mumbai Suburban,400081,2,8
23-12-2025,Maharashtra,Mumbai Suburban,400086,4,21
23-12-2025,Maharashtra,Mumbai Suburban,400087,0,4
23-12-2025,Maharashtra,Mumbai Suburban,400091,1,8
23-12-2025,Maharashtra,Mumbai Suburban,400104,5,49
29-12-2025,Maharashtra,Mumbai Suburban,400049,0,11
29-12-2025,Maharashtra,Mumbai Suburban,400051,3,15
29-12-2025,Maharashtra,Mumbai Suburban,400052,2,12
29-12-2025,Maharashtra,Mumbai Suburban,400056,1,6
29-12-2025,Maharashtra,Mumbai Suburban,400057,0,16
29-12-2025,Maharashtra,Mumbai Suburban,400068,7,47
29-12-2025,Maharashtra,Mumbai Suburban,400081,0,21
29-12-2025,Maharashtra,Mumbai Suburban,400093,0,19
29-12-2025,Maharashtra,Mumbai Suburban,400098,0,2
02-01-2026,Maharashtra,Mumbai Suburban,400029,0,3
02-01-2026,Maharashtra,Mumbai Suburban,400053,4,31
02-01-2026,Maharashtra,Mumbai Suburban,400058,2,25
02-01-2026,Maharashtra,Mumbai Suburban,400060,5,20
02-01-2026,Maharashtra,Mumbai Suburban,400065,3,25
02-01-2026,Maharashtra,Mumbai Suburban,400068,6,53
02-01-2026,Maharashtra,Mumbai Suburban,400070,7,46
02-01-2026,Maharashtra,Mumbai Suburban,400072,8,59
02-01-2026,Maharashtra,Mumbai Suburban,400076,1,16
02-01-2026,Maharashtra,Mumbai Suburban,400080,9,43
02-01-2026,Maharashtra,Mumbai Suburban,400081,8,20
02-01-2026,Maharashtra,Mumbai Suburban,400082,0,3
02-01-2026,Maharashtra,Mumbai Suburban,400103,2,15
02-01-2026,Maharashtra,Mumbai Suburban,400104,3,50
25-12-2025,Maharashtra,Mumbai Suburban,400050,1,25
25-12-2025,Maharashtra,Mumbai Suburban,400053,5,33
25-12-2025,Maharashtra,Mumbai Suburban,400058,6,35
25-12-2025,Maharashtra,Mumbai Suburban,400070,8,50
25-12-2025,Maharashtra,Mumbai Suburban,400074,5,34
25-12-2025,Maharashtra,Mumbai Suburban,400079,1,17
25-12-2025,Maharashtra,Mumbai Suburban,400080,8,50
25-12-2025,Maharashtra,Mumbai Suburban,400082,1,3
25-12-2025,Maharashtra,Mumbai Suburban,400095,6,63
25-12-2025,Maharashtra,Mumbai Suburban,400097,6,57
25-12-2025,Maharashtra,Mumbai Suburban,400101,5,60
25-12-2025,Maharashtra,Mumbai Suburban,400102,4,55
24-12-2025,Maharashtra,Mumbai Suburban,400058,1,19
24-12-2025,Maharashtra,Mumbai Suburban,400066,5,39
24-12-2025,Maharashtra,Mumbai Suburban,400069,4,7
24-12-2025,Maharashtra,Mumbai Suburban,400080,5,37
24-12-2025,Maharashtra,Mumbai Suburban,400083,2,19
24-12-2025,Maharashtra,Mumbai Suburban,400092,2,28
24-12-2025,Maharashtra,Mumbai Suburban,400093,0,13
24-12-2025,Maharashtra,Mumbai Suburban,400099,1,14
24-12-2025,Maharashtra,Mumbai Suburban,400103,1,11
26-12-2025,Maharashtra,Mumbai Suburban,400043,8,115
26-12-2025,Maharashtra,Mumbai Suburban,400049,1,5
26-12-2025,Maharashtra,Mumbai Suburban,400051,4,35
26-12-2025,Maharashtra,Mumbai Suburban,400054,0,25
26-12-2025,Maharashtra,Mumbai Suburban,400058,2,35
26-12-2025,Maharashtra,Mumbai Suburban,400061,2,12
26-12-2025,Maharashtra,Mumbai Suburban,400063,5,29
26-12-2025,Maharashtra,Mumbai Suburban,400065,0,19
26-12-2025,Maharashtra,Mumbai Suburban,400071,3,35
26-12-2025,Maharashtra,Mumbai Suburban,400076,2,20
26-12-2025,Maharashtra,Mumbai Suburban,400082,0,2
26-12-2025,Maharashtra,Mumbai Suburban,400086,3,34
26-12-2025,Maharashtra,Mumbai Suburban,400087,0,4
26-12-2025,Maharashtra,Mumbai Suburban,400102,3,45
28-12-2025,Maharashtra,Mumbai Suburban,400049,0,7
28-12-2025,Maharashtra,Mumbai Suburban,400051,5,41
28-12-2025,Maharashtra,Mumbai Suburban,400056,0,12
28-12-2025,Maharashtra,Mumbai Suburban,400057,0,11
28-12-2025,Maharashtra,Mumbai Suburban,400061,3,10
28-12-2025,Maharashtra,Mumbai Suburban,400071,3,33
28-12-2025,Maharashtra,Mumbai Suburban,400072,5,67
28-12-2025,Maharashtra,Mumbai Suburban,400081,1,21
28-12-2025,Maharashtra,Mumbai Suburban,400084,2,11
28-12-2025,Maharashtra,Mumbai Suburban,400095,12,72
28-12-2025,Maharashtra,Mumbai Suburban,400103,3,13
27-12-2025,Maharashtra,Mumbai Suburban,400024,1,8
27-12-2025,Maharashtra,Mumbai Suburban,400029,2,7
27-12-2025,Maharashtra,Mumbai Suburban,400042,1,10
27-12-2025,Maharashtra,Mumbai Suburban,400056,0,10
27-12-2025,Maharashtra,Mumbai Suburban,400058,4,32
27-12-2025,Maharashtra,Mumbai Suburban,400074,4,21
27-12-2025,Maharashtra,Mumbai Suburban,400075,4,23
27-12-2025,Maharashtra,Mumbai Suburban,400088,5,24
27-12-2025,Maharashtra,Mumbai Suburban,400091,0,13
27-12-2025,Maharashtra,Mumbai Suburban,400093,1,21
27-12-2025,Maharashtra,Mumbai Suburban,400095,8,52
27-12-2025,Maharashtra,Mumbai Suburban,400097,5,67
27-12-2025,Maharashtra,Mumbai Suburban,400099,1,9
31-12-2025,Maharashtra,Mumbai Suburban,400043,10,51
31-12-2025,Maharashtra,Mumbai Suburban,400049,0,5
31-12-2025,Maharashtra,Mumbai Suburban,400055,5,12
31-12-2025,Maharashtra,Mumbai Suburban,400065,0,13
31-12-2025,Maharashtra,Mumbai Suburban,400077,0,8
31-12-2025,Maharashtra,Mumbai Suburban,400082,0,1
31-12-2025,Maharashtra,Mumbai Suburban,400086,4,17
31-12-2025,Maharashtra,Mumbai Suburban,400087,0,3
31-12-2025,Maharashtra,Mumbai Suburban,400092,2,21
31-12-2025,Maharashtra,Mumbai Suburban,400102,2,25
01-01-2026,Maharashtra,Mumbai Suburban,400024,0,2
01-01-2026,Maharashtra,Mumbai Suburban,400057,0,7
01-01-2026,Maharashtra,Mumbai Suburban,400058,1,19
01-01-2026,Maharashtra,Mumbai Suburban,400068,1,16
01-01-2026,Maharashtra,Mumbai Suburban,400072,6,34
01-01-2026,Maharashtra,Mumbai Suburban,400074,1,10
01-01-2026,Maharashtra,Mumbai Suburban,400075,3,8
01-01-2026,Maharashtra,Mumbai Suburban,400081,1,9
01-01-2026,Maharashtra,Mumbai Suburban,400083,0,9
01-01-2026,Maharashtra,Mumbai Suburban,400089,0,9
01-01-2026,Maharashtra,Mumbai Suburban,400091,1,4
01-01-2026,Maharashtra,Mumbai Suburban,400094,2,4
03-01-2026,Maharashtra,Mumbai Suburban,400042,0,2
03-01-2026,Maharashtra,Mumbai Suburban,400043,1,9
03-01-2026,Maharashtra,Mumbai Suburban,400050,0,2
03-01-2026,Maharashtra,Mumbai Suburban,400056,0,1
03-01-2026,Maharashtra,Mumbai Suburban,400058,0,3
03-01-2026,Maharashtra,Mumbai Suburban,400063,0,2
03-01-2026,Maharashtra,Mumbai Suburban,400071,0,4
03-01-2026,Maharashtra,Mumbai Suburban,400076,1,2
03-01-2026,Maharashtra,Mumbai Suburban,400077,1,3
03-01-2026,Maharashtra,Mumbai Suburban,400084,1,3
03-01-2026,Maharashtra,Mumbai Suburban,400088,1,4
03-01-2026,Maharashtra,Mumbai Suburban,400097,2,8
01-03-2025,Maharashtra,Mumbai Suburban,400078,133,995
01-04-2025,Maharashtra,Mumbai Suburban,400070,137,842
01-04-2025,Maharashtra,Mumbai Suburban,400104,96,1162
01-05-2025,Maharashtra,Mumbai Suburban,400051,87,569
01-05-2025,Maharashtra,Mumbai Suburban,400070,157,908
01-03-2025,Maharashtra,Mumbai Suburban,400070,135,904
01-03-2025,Maharashtra,Mumbai Suburban,400068,96,1222
01-03-2025,Maharashtra,Mumbai Suburban,400104,113,1225
01-03-2025,Maharashtra,Mumbai Suburban,400086,69,586
01-03-2025,Maharashtra,Mumbai Suburban,400059,61,504
01-03-2025,Maharashtra,Mumbai Suburban,400103,21,322
01-03-2025,Maharashtra,Mumbai Suburban,400097,156,1422
01-03-2025,Maharashtra,Mumbai Suburban,400058,52,622
01-03-2025,Maharashtra,Mumbai Suburban,400089,29,344
01-03-2025,Maharashtra,Mumbai Suburban,400092,62,843
01-03-2025,Maharashtra,Mumbai Suburban,400099,13,332
01-03-2025,Maharashtra,Mumbai Suburban,400074,83,500
01-07-2025,Maharashtra,Mumbai Suburban,400068,140,1439
01-07-2025,Maharashtra,Mumbai Suburban,400104,109,1355
01-07-2025,Maharashtra,Mumbai Suburban,400072,199,1435
01-07-2025,Maharashtra,Mumbai Suburban,400095,165,1445
01-03-2025,Maharashtra,Mumbai Suburban,400071,46,605
01-09-2025,Maharashtra,Mumbai Suburban,400061,2,11
01-09-2025,Maharashtra,Mumbai Suburban,400066,0,17
01-09-2025,Maharashtra,Mumbai Suburban,400080,3,18
01-09-2025,Maharashtra,Mumbai Suburban,400092,1,16
01-09-2025,Maharashtra,Mumbai Suburban,400095,8,38
02-09-2025,Maharashtra,Mumbai Suburban,400060,2,4
02-09-2025,Maharashtra,Mumbai Suburban,400061,2,4
02-09-2025,Maharashtra,Mumbai Suburban,400076,0,5
02-09-2025,Maharashtra,Mumbai Suburban,400078,4,23
02-09-2025,Maharashtra,Mumbai Suburban,400079,0,7
02-09-2025,Maharashtra,Mumbai Suburban,400084,0,1
02-09-2025,Maharashtra,Mumbai Suburban,400087,1,1
02-09-2025,Maharashtra,Mumbai Suburban,400088,1,12
02-09-2025,Maharashtra,Mumbai Suburban,400091,0,9
02-09-2025,Maharashtra,Mumbai Suburban,400097,5,32
03-09-2025,Maharashtra,Mumbai Suburban,400050,2,9
03-09-2025,Maharashtra,Mumbai Suburban,400053,0,15
03-09-2025,Maharashtra,Mumbai Suburban,400055,0,11
03-09-2025,Maharashtra,Mumbai Suburban,400057,1,6
03-09-2025,Maharashtra,Mumbai Suburban,400075,2,17
03-09-2025,Maharashtra,Mumbai Suburban,400083,1,13
03-09-2025,Maharashtra,Mumbai Suburban,400091,1,8
03-09-2025,Maharashtra,Mumbai Suburban,400095,5,30
05-09-2025,Maharashtra,Mumbai Suburban,400055,2,15
05-09-2025,Maharashtra,Mumbai Suburban,400058,0,17
05-09-2025,Maharashtra,Mumbai Suburban,400063,0,6
05-09-2025,Maharashtra,Mumbai Suburban,400068,2,22
05-09-2025,Maharashtra,Mumbai Suburban,400071,2,12
05-09-2025,Maharashtra,Mumbai Suburban,400079,0,2
05-09-2025,Maharashtra,Mumbai Suburban,400081,0,5
05-09-2025,Maharashtra,Mumbai Suburban,400082,0,1
05-09-2025,Maharashtra,Mumbai Suburban,400087,0,3
05-09-2025,Maharashtra,Mumbai Suburban,400095,1,27
05-09-2025,Maharashtra,Mumbai Suburban,400099,1,7
04-09-2025,Maharashtra,Mumbai Suburban,400042,0,11
04-09-2025,Maharashtra,Mumbai Suburban,400043,2,54
04-09-2025,Maharashtra,Mumbai Suburban,400049,1,8
04-09-2025,Maharashtra,Mumbai Suburban,400057,1,5
04-09-2025,Maharashtra,Mumbai Suburban,400064,1,18
04-09-2025,Maharashtra,Mumbai Suburban,400079,0,2
04-09-2025,Maharashtra,Mumbai Suburban,400080,0,23
04-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
04-09-2025,Maharashtra,Mumbai Suburban,400083,1,12
04-09-2025,Maharashtra,Mumbai Suburban,400086,1,19
04-09-2025,Maharashtra,Mumbai Suburban,400087,0,6
04-09-2025,Maharashtra,Mumbai Suburban,400093,0,12
04-09-2025,Maharashtra,Mumbai Suburban,400102,1,21
04-09-2025,Maharashtra,Mumbai Suburban,400104,1,22
07-09-2025,Maharashtra,Mumbai Suburban,400024,0,3
07-09-2025,Maharashtra,Mumbai Suburban,400050,0,2
07-09-2025,Maharashtra,Mumbai Suburban,400054,0,5
07-09-2025,Maharashtra,Mumbai Suburban,400067,1,20
07-09-2025,Maharashtra,Mumbai Suburban,400072,0,10
07-09-2025,Maharashtra,Mumbai Suburban,400076,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400086,0,5
07-09-2025,Maharashtra,Mumbai Suburban,400087,0,0
07-09-2025,Maharashtra,Mumbai Suburban,400091,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400092,0,8
07-09-2025,Maharashtra,Mumbai Suburban,400097,2,24
07-09-2025,Maharashtra,Mumbai Suburban,400103,2,1
07-09-2025,Maharashtra,Mumbai Suburban,400104,1,11
06-09-2025,Maharashtra,Mumbai Suburban,400029,0,6
06-09-2025,Maharashtra,Mumbai Suburban,400043,9,29
06-09-2025,Maharashtra,Mumbai Suburban,400050,0,10
06-09-2025,Maharashtra,Mumbai Suburban,400058,1,18
06-09-2025,Maharashtra,Mumbai Suburban,400061,0,6
06-09-2025,Maharashtra,Mumbai Suburban,400066,2,24
06-09-2025,Maharashtra,Mumbai Suburban,400067,4,35
06-09-2025,Maharashtra,Mumbai Suburban,400068,0,31
06-09-2025,Maharashtra,Mumbai Suburban,400097,1,31
08-09-2025,Maharashtra,Mumbai Suburban,400024,0,6
08-09-2025,Maharashtra,Mumbai Suburban,400050,1,9
08-09-2025,Maharashtra,Mumbai Suburban,400054,0,6
08-09-2025,Maharashtra,Mumbai Suburban,400064,0,12
08-09-2025,Maharashtra,Mumbai Suburban,400066,3,19
08-09-2025,Maharashtra,Mumbai Suburban,400070,3,21
08-09-2025,Maharashtra,Mumbai Suburban,400072,3,33
08-09-2025,Maharashtra,Mumbai Suburban,400077,1,7
08-09-2025,Maharashtra,Mumbai Suburban,400089,2,3
08-09-2025,Maharashtra,Mumbai Suburban,400092,2,13
08-09-2025,Maharashtra,Mumbai Suburban,400093,1,11
08-09-2025,Maharashtra,Mumbai Suburban,400094,0,3
08-09-2025,Maharashtra,Mumbai Suburban,400099,1,6
09-09-2025,Maharashtra,Mumbai Suburban,400050,3,16
09-09-2025,Maharashtra,Mumbai Suburban,400054,1,15
09-09-2025,Maharashtra,Mumbai Suburban,400057,1,11
09-09-2025,Maharashtra,Mumbai Suburban,400068,2,24
09-09-2025,Maharashtra,Mumbai Suburban,400071,0,15
09-09-2025,Maharashtra,Mumbai Suburban,400074,1,19
09-09-2025,Maharashtra,Mumbai Suburban,400076,1,14
09-09-2025,Maharashtra,Mumbai Suburban,400079,2,8
09-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
09-09-2025,Maharashtra,Mumbai Suburban,400087,0,2
09-09-2025,Maharashtra,Mumbai Suburban,400095,4,34
10-09-2025,Maharashtra,Mumbai Suburban,400049,1,4
10-09-2025,Maharashtra,Mumbai Suburban,400063,0,7
10-09-2025,Maharashtra,Mumbai Suburban,400068,5,34
10-09-2025,Maharashtra,Mumbai Suburban,400074,2,10
10-09-2025,Maharashtra,Mumbai Suburban,400077,1,19
10-09-2025,Maharashtra,Mumbai Suburban,400078,2,17
10-09-2025,Maharashtra,Mumbai Suburban,400079,2,7
10-09-2025,Maharashtra,Mumbai Suburban,400082,1,2
10-09-2025,Maharashtra,Mumbai Suburban,400094,1,2
10-09-2025,Maharashtra,Mumbai Suburban,400097,7,47
10-09-2025,Maharashtra,Mumbai Suburban,400098,0,7
11-09-2025,Maharashtra,Mumbai Suburban,400043,10,61
11-09-2025,Maharashtra,Mumbai Suburban,400050,3,19
11-09-2025,Maharashtra,Mumbai Suburban,400065,1,8
11-09-2025,Maharashtra,Mumbai Suburban,400068,1,45
11-09-2025,Maharashtra,Mumbai Suburban,400072,10,37
11-09-2025,Maharashtra,Mumbai Suburban,400084,0,10
11-09-2025,Maharashtra,Mumbai Suburban,400087,0,3
11-09-2025,Maharashtra,Mumbai Suburban,400088,5,20
13-09-2025,Maharashtra,Mumbai Suburban,400024,0,3
13-09-2025,Maharashtra,Mumbai Suburban,400052,1,3
13-09-2025,Maharashtra,Mumbai Suburban,400055,1,20
13-09-2025,Maharashtra,Mumbai Suburban,400057,0,6
13-09-2025,Maharashtra,Mumbai Suburban,400059,0,9
13-09-2025,Maharashtra,Mumbai Suburban,400067,3,35
13-09-2025,Maharashtra,Mumbai Suburban,400072,7,43
13-09-2025,Maharashtra,Mumbai Suburban,400074,1,12
13-09-2025,Maharashtra,Mumbai Suburban,400079,0,6
13-09-2025,Maharashtra,Mumbai Suburban,400080,5,24
13-09-2025,Maharashtra,Mumbai Suburban,400082,2,2
13-09-2025,Maharashtra,Mumbai Suburban,400087,0,5
13-09-2025,Maharashtra,Mumbai Suburban,400088,5,6
13-09-2025,Maharashtra,Mumbai Suburban,400099,0,12
13-09-2025,Maharashtra,Mumbai Suburban,400102,1,22
12-09-2025,Maharashtra,Mumbai Suburban,400060,2,19
12-09-2025,Maharashtra,Mumbai Suburban,400065,0,15
12-09-2025,Maharashtra,Mumbai Suburban,400083,2,22
12-09-2025,Maharashtra,Mumbai Suburban,400086,0,22
12-09-2025,Maharashtra,Mumbai Suburban,400088,1,26
12-09-2025,Maharashtra,Mumbai Suburban,400091,0,7
12-09-2025,Maharashtra,Mumbai Suburban,400097,6,34
12-09-2025,Maharashtra,Mumbai Suburban,400103,1,6
15-09-2025,Maharashtra,Mumbai Suburban,400060,0,12
15-09-2025,Maharashtra,Mumbai Suburban,400061,0,13
15-09-2025,Maharashtra,Mumbai Suburban,400064,1,13
15-09-2025,Maharashtra,Mumbai Suburban,400065,0,6
15-09-2025,Maharashtra,Mumbai Suburban,400067,1,32
15-09-2025,Maharashtra,Mumbai Suburban,400078,6,28
15-09-2025,Maharashtra,Mumbai Suburban,400093,0,11
15-09-2025,Maharashtra,Mumbai Suburban,400102,3,20
14-09-2025,Maharashtra,Mumbai Suburban,400029,0,1
14-09-2025,Maharashtra,Mumbai Suburban,400043,3,18
14-09-2025,Maharashtra,Mumbai Suburban,400050,0,4
14-09-2025,Maharashtra,Mumbai Suburban,400056,0,7
14-09-2025,Maharashtra,Mumbai Suburban,400060,0,10
14-09-2025,Maharashtra,Mumbai Suburban,400064,0,12
14-09-2025,Maharashtra,Mumbai Suburban,400065,0,6
14-09-2025,Maharashtra,Mumbai Suburban,400067,1,10
14-09-2025,Maharashtra,Mumbai Suburban,400068,2,22
14-09-2025,Maharashtra,Mumbai Suburban,400074,0,5
14-09-2025,Maharashtra,Mumbai Suburban,400076,1,6
14-09-2025,Maharashtra,Mumbai Suburban,400091,0,4
14-09-2025,Maharashtra,Mumbai Suburban,400102,0,8
16-09-2025,Maharashtra,Mumbai Suburban,400024,1,14
16-09-2025,Maharashtra,Mumbai Suburban,400060,0,12
16-09-2025,Maharashtra,Mumbai Suburban,400061,1,15
16-09-2025,Maharashtra,Mumbai Suburban,400064,4,18
16-09-2025,Maharashtra,Mumbai Suburban,400065,0,11
16-09-2025,Maharashtra,Mumbai Suburban,400069,0,10
16-09-2025,Maharashtra,Mumbai Suburban,400070,5,30
16-09-2025,Maharashtra,Mumbai Suburban,400078,5,30
16-09-2025,Maharashtra,Mumbai Suburban,400083,0,13
16-09-2025,Maharashtra,Mumbai Suburban,400086,1,20
16-09-2025,Maharashtra,Mumbai Suburban,400087,0,2
16-09-2025,Maharashtra,Mumbai Suburban,400102,2,33
16-09-2025,Maharashtra,Mumbai Suburban,400104,6,36
18-09-2025,Maharashtra,Mumbai Suburban,400049,0,6
18-09-2025,Maharashtra,Mumbai Suburban,400055,2,13
18-09-2025,Maharashtra,Mumbai Suburban,400056,0,10
18-09-2025,Maharashtra,Mumbai Suburban,400059,2,7
18-09-2025,Maharashtra,Mumbai Suburban,400061,2,8
18-09-2025,Maharashtra,Mumbai Suburban,400067,7,18
18-09-2025,Maharashtra,Mumbai Suburban,400074,4,8
18-09-2025,Maharashtra,Mumbai Suburban,400075,4,13
18-09-2025,Maharashtra,Mumbai Suburban,400079,0,5
18-09-2025,Maharashtra,Mumbai Suburban,400083,0,9
18-09-2025,Maharashtra,Mumbai Suburban,400093,1,11
18-09-2025,Maharashtra,Mumbai Suburban,400097,3,26
18-09-2025,Maharashtra,Mumbai Suburban,400101,3,22
17-09-2025,Maharashtra,Mumbai Suburban,400043,7,68
17-09-2025,Maharashtra,Mumbai Suburban,400054,1,19
17-09-2025,Maharashtra,Mumbai Suburban,400068,10,34
17-09-2025,Maharashtra,Mumbai Suburban,400072,2,25
17-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
17-09-2025,Maharashtra,Mumbai Suburban,400084,1,8
17-09-2025,Maharashtra,Mumbai Suburban,400091,0,3
17-09-2025,Maharashtra,Mumbai Suburban,400092,0,23
17-09-2025,Maharashtra,Mumbai Suburban,400094,0,10
19-09-2025,Maharashtra,Mumbai Suburban,400024,0,4
19-09-2025,Maharashtra,Mumbai Suburban,400043,4,36
19-09-2025,Maharashtra,Mumbai Suburban,400049,0,9
19-09-2025,Maharashtra,Mumbai Suburban,400050,1,14
19-09-2025,Maharashtra,Mumbai Suburban,400057,2,7
19-09-2025,Maharashtra,Mumbai Suburban,400059,3,19
19-09-2025,Maharashtra,Mumbai Suburban,400060,2,9
19-09-2025,Maharashtra,Mumbai Suburban,400063,1,8
19-09-2025,Maharashtra,Mumbai Suburban,400076,1,4
19-09-2025,Maharashtra,Mumbai Suburban,400081,0,8
19-09-2025,Maharashtra,Mumbai Suburban,400083,4,9
19-09-2025,Maharashtra,Mumbai Suburban,400089,2,9
19-09-2025,Maharashtra,Mumbai Suburban,400094,2,6
13-10-2025,Maharashtra,Mumbai Suburban,400063,0,2
13-10-2025,Maharashtra,Mumbai Suburban,400072,0,2
13-10-2025,Maharashtra,Mumbai Suburban,400074,0,1
13-10-2025,Maharashtra,Mumbai Suburban,400077,1,0
13-10-2025,Maharashtra,Mumbai Suburban,400080,0,3
13-10-2025,Maharashtra,Mumbai Suburban,400093,0,2
13-10-2025,Maharashtra,Mumbai Suburban,400095,0,4
13-10-2025,Maharashtra,Mumbai Suburban,400099,1,2
13-10-2025,Maharashtra,Mumbai Suburban,400101,0,2
13-10-2025,Maharashtra,Mumbai Suburban,400102,0,4
20-09-2025,Maharashtra,Mumbai Suburban,400024,3,9
20-09-2025,Maharashtra,Mumbai Suburban,400042,1,9
20-09-2025,Maharashtra,Mumbai Suburban,400056,0,5
20-09-2025,Maharashtra,Mumbai Suburban,400058,1,22
20-09-2025,Maharashtra,Mumbai Suburban,400065,2,15
20-09-2025,Maharashtra,Mumbai Suburban,400069,1,9
20-09-2025,Maharashtra,Mumbai Suburban,400071,1,26
20-09-2025,Maharashtra,Mumbai Suburban,400079,1,6
20-09-2025,Maharashtra,Mumbai Suburban,400093,0,12
20-09-2025,Maharashtra,Mumbai Suburban,400095,10,39
20-09-2025,Maharashtra,Mumbai Suburban,400097,4,47
15-10-2025,Maharashtra,Mumbai Suburban,400053,3,23
15-10-2025,Maharashtra,Mumbai Suburban,400064,1,20
15-10-2025,Maharashtra,Mumbai Suburban,400067,2,55
15-10-2025,Maharashtra,Mumbai Suburban,400069,1,10
15-10-2025,Maharashtra,Mumbai Suburban,400072,8,55
15-10-2025,Maharashtra,Mumbai Suburban,400074,2,14
15-10-2025,Maharashtra,Mumbai Suburban,400080,2,28
15-10-2025,Maharashtra,Mumbai Suburban,400082,0,3
15-10-2025,Maharashtra,Mumbai Suburban,400093,2,18
15-10-2025,Maharashtra,Mumbai Suburban,400095,6,46
17-10-2025,Maharashtra,Mumbai Suburban,400043,6,50
17-10-2025,Maharashtra,Mumbai Suburban,400052,1,6
17-10-2025,Maharashtra,Mumbai Suburban,400058,0,17
17-10-2025,Maharashtra,Mumbai Suburban,400063,2,11
17-10-2025,Maharashtra,Mumbai Suburban,400071,0,15
17-10-2025,Maharashtra,Mumbai Suburban,400074,1,14
17-10-2025,Maharashtra,Mumbai Suburban,400077,1,11
17-10-2025,Maharashtra,Mumbai Suburban,400087,0,1
17-10-2025,Maharashtra,Mumbai Suburban,400099,1,7
16-10-2025,Maharashtra,Mumbai Suburban,400051,4,28
16-10-2025,Maharashtra,Mumbai Suburban,400061,1,14
16-10-2025,Maharashtra,Mumbai Suburban,400069,0,10
16-10-2025,Maharashtra,Mumbai Suburban,400074,5,25
16-10-2025,Maharashtra,Mumbai Suburban,400092,1,26
16-10-2025,Maharashtra,Mumbai Suburban,400093,3,20
16-10-2025,Maharashtra,Mumbai Suburban,400094,2,10
16-10-2025,Maharashtra,Mumbai Suburban,400104,4,50
