date,state,district,pincode,bio_age_5_17,bio_age_17_
17-10-2025,Maharashtra,Mumbai Suburban,400055,18,11
17-10-2025,Maharashtra,Mumbai Suburban,400057,1,0
17-10-2025,Maharashtra,Mumbai Suburban,400060,7,10
17-10-2025,Maharashtra,Mumbai Suburban,400064,2,5
17-10-2025,Maharashtra,Mumbai Suburban,400068,16,11
17-10-2025,Maharashtra,Mumbai Suburban,400075,3,1
17-10-2025,Maharashtra,Mumbai Suburban,400082,3,0
17-10-2025,Maharashtra,Mumbai Suburban,400093,7,9
17-10-2025,Maharashtra,Mumbai Suburban,400095,18,22
17-10-2025,Maharashtra,Mumbai Suburban,400097,13,10
17-10-2025,Maharashtra,Mumbai Suburban,400098,4,3
17-10-2025,Maharashtra,Mumbai Suburban,400102,4,9
04-10-2025,Maharashtra,Mumbai Suburban,400029,4,2
04-10-2025,Maharashtra,Mumbai Suburban,400051,10,3
04-10-2025,Maharashtra,Mumbai Suburban,400055,10,9
04-10-2025,Maharashtra,Mumbai Suburban,400056,6,1
04-10-2025,Maharashtra,Mumbai Suburban,400061,21,14
04-10-2025,Maharashtra,Mumbai Suburban,400063,3,8
04-10-2025,Maharashtra,Mumbai Suburban,400064,12,16
04-10-2025,Maharashtra,Mumbai Suburban,400074,21,10
04-10-2025,Maharashtra,Mumbai Suburban,400076,6,3
04-10-2025,Maharashtra,Mumbai Suburban,400082,3,0
04-10-2025,Maharashtra,Mumbai Suburban,400086,26,9
04-10-2025,Maharashtra,Mumbai Suburban,400089,8,6
04-10-2025,Maharashtra,Mumbai Suburban,400093,24,5
04-10-2025,Maharashtra,Mumbai Suburban,400101,21,31
04-10-2025,Maharashtra,Mumbai Suburban,400103,4,1
04-10-2025,Maharashtra,Mumbai Suburban,400104,22,14
06-10-2025,Maharashtra,Mumbai Suburban,400051,14,21
06-10-2025,Maharashtra,Mumbai Suburban,400052,1,5
06-10-2025,Maharashtra,Mumbai Suburban,400063,5,7
06-10-2025,Maharashtra,Mumbai Suburban,400064,5,13
06-10-2025,Maharashtra,Mumbai Suburban,400070,43,14
06-10-2025,Maharashtra,Mumbai Suburban,400077,7,3
06-10-2025,Maharashtra,Mumbai Suburban,400088,21,17
06-10-2025,Maharashtra,Mumbai Suburban,400089,3,5
06-10-2025,Maharashtra,Mumbai Suburban,400092,3,13
06-10-2025,Maharashtra,Mumbai Suburban,400098,2,3
06-10-2025,Maharashtra,Mumbai Suburban,400104,9,19
30-09-2025,Maharashtra,Mumbai Suburban,400051,35,25
30-09-2025,Maharashtra,Mumbai Suburban,400054,5,1
30-09-2025,Maharashtra,Mumbai Suburban,400057,7,1
30-09-2025,Maharashtra,Mumbai Suburban,400059,15,5
30-09-2025,Maharashtra,Mumbai Suburban,400081,9,3
30-09-2025,Maharashtra,Mumbai Suburban,400098,1,2
18-09-2025,Maharashtra,Mumbai Suburban,400029,4,5
18-09-2025,Maharashtra,Mumbai Suburban,400051,24,20
18-09-2025,Maharashtra,Mumbai Suburban,400052,9,5
18-09-2025,Maharashtra,Mumbai Suburban,400069,16,6
18-09-2025,Maharashtra,Mumbai Suburban,400072,57,10
18-09-2025,Maharashtra,Mumbai Suburban,400078,89,20
18-09-2025,Maharashtra,Mumbai Suburban,400089,12,3
18-09-2025,Maharashtra,Mumbai Suburban,400103,11,4
22-09-2025,Maharashtra,Mumbai Suburban,400055,18,12
22-09-2025,Maharashtra,Mumbai Suburban,400061,2,9
22-09-2025,Maharashtra,Mumbai Suburban,400064,9,4
22-09-2025,Maharashtra,Mumbai Suburban,400079,7,5
22-09-2025,Maharashtra,Mumbai Suburban,400082,3,1
22-09-2025,Maharashtra,Mumbai Suburban,400087,7,3
22-09-2025,Maharashtra,Mumbai Suburban,400093,16,7
22-09-2025,Maharashtra,Mumbai Suburban,400097,23,14
22-09-2025,Maharashtra,Mumbai Suburban,400098,1,0
22-09-2025,Maharashtra,Mumbai Suburban,400102,22,5
16-09-2025,Maharashtra,Mumbai Suburban,400042,19,4
16-09-2025,Maharashtra,Mumbai Suburban,400057,3,3
16-09-2025,Maharashtra,Mumbai Suburban,400059,5,5
16-09-2025,Maharashtra,Mumbai Suburban,400067,51,50
16-09-2025,Maharashtra,Mumbai Suburban,400071,11,6
16-09-2025,Maharashtra,Mumbai Suburban,400077,12,4
16-09-2025,Maharashtra,Mumbai Suburban,400080,20,6
16-09-2025,Maharashtra,Mumbai Suburban,400081,14,1
16-09-2025,Maharashtra,Mumbai Suburban,400091,0,5
16-09-2025,Maharashtra,Mumbai Suburban,400092,7,13
16-09-2025,Maharashtra,Mumbai Suburban,400095,22,14
17-09-2025,Maharashtra,Mumbai Suburban,400059,20,4
17-09-2025,Maharashtra,Mumbai Suburban,400063,11,6
17-09-2025,Maharashtra,Mumbai Suburban,400065,32,8
17-09-2025,Maharashtra,Mumbai Suburban,400098,2,0
09-09-2025,Maharashtra,Mumbai Suburban,400061,1,5
09-09-2025,Maharashtra,Mumbai Suburban,400064,4,7
09-09-2025,Maharashtra,Mumbai Suburban,400065,9,8
09-09-2025,Maharashtra,Mumbai Suburban,400070,23,29
09-09-2025,Maharashtra,Mumbai Suburban,400077,3,8
09-09-2025,Maharashtra,Mumbai Suburban,400083,8,14
09-09-2025,Maharashtra,Mumbai Suburban,400084,5,6
09-09-2025,Maharashtra,Mumbai Suburban,400092,2,12
09-09-2025,Maharashtra,Mumbai Suburban,400099,2,0
10-09-2025,Maharashtra,Mumbai Suburban,400042,8,1
10-09-2025,Maharashtra,Mumbai Suburban,400043,46,54
10-09-2025,Maharashtra,Mumbai Suburban,400052,5,3
10-09-2025,Maharashtra,Mumbai Suburban,400059,4,2
10-09-2025,Maharashtra,Mumbai Suburban,400070,29,26
10-09-2025,Maharashtra,Mumbai Suburban,400072,21,18
11-09-2025,Maharashtra,Mumbai Suburban,400042,4,0
11-09-2025,Maharashtra,Mumbai Suburban,400052,6,1
11-09-2025,Maharashtra,Mumbai Suburban,400066,6,8
11-09-2025,Maharashtra,Mumbai Suburban,400069,6,1
11-09-2025,Maharashtra,Mumbai Suburban,400070,37,30
11-09-2025,Maharashtra,Mumbai Suburban,400083,10,14
11-09-2025,Maharashtra,Mumbai Suburban,400086,108,9
11-09-2025,Maharashtra,Mumbai Suburban,400092,11,15
11-09-2025,Maharashtra,Mumbai Suburban,400095,20,16
11-09-2025,Maharashtra,Mumbai Suburban,400098,2,0
11-09-2025,Maharashtra,Mumbai Suburban,400099,7,2
12-09-2025,Maharashtra,Mumbai Suburban,400024,3,5
12-09-2025,Maharashtra,Mumbai Suburban,400050,12,17
12-09-2025,Maharashtra,Mumbai Suburban,400053,2,3
12-09-2025,Maharashtra,Mumbai Suburban,400054,5,5
12-09-2025,Maharashtra,Mumbai Suburban,400061,1,5
12-09-2025,Maharashtra,Mumbai Suburban,400063,12,11
12-09-2025,Maharashtra,Mumbai Suburban,400074,4,9
12-09-2025,Maharashtra,Mumbai Suburban,400077,12,6
12-09-2025,Maharashtra,Mumbai Suburban,400087,3,1
12-09-2025,Maharashtra,Mumbai Suburban,400093,20,11
12-09-2025,Maharashtra,Mumbai Suburban,400102,9,5
03-09-2025,Maharashtra,Mumbai Suburban,400049,1,0
03-09-2025,Maharashtra,Mumbai Suburban,400052,1,3
03-09-2025,Maharashtra,Mumbai Suburban,400063,6,2
03-09-2025,Maharashtra,Mumbai Suburban,400068,6,19
03-09-2025,Maharashtra,Mumbai Suburban,400069,3,4
03-09-2025,Maharashtra,Mumbai Suburban,400070,17,28
03-09-2025,Maharashtra,Mumbai Suburban,400077,0,2
03-09-2025,Maharashtra,Mumbai Suburban,400089,9,6
03-09-2025,Maharashtra,Mumbai Suburban,400097,12,21
03-09-2025,Maharashtra,Mumbai Suburban,400098,0,2
03-09-2025,Maharashtra,Mumbai Suburban,400103,0,2
29-06-2025,Maharashtra,Mumbai Suburban,400056,0,2
29-06-2025,Maharashtra,Mumbai Suburban,400057,0,1
29-06-2025,Maharashtra,Mumbai Suburban,400076,3,8
29-06-2025,Maharashtra,Mumbai Suburban,400094,0,5
25-10-2025,Maharashtra,Mumbai Suburban,400042,7,3
25-10-2025,Maharashtra,Mumbai Suburban,400049,0,2
25-10-2025,Maharashtra,Mumbai Suburban,400051,5,2
25-10-2025,Maharashtra,Mumbai Suburban,400070,30,21
25-10-2025,Maharashtra,Mumbai Suburban,400076,3,0
25-10-2025,Maharashtra,Mumbai Suburban,400079,6,5
25-10-2025,Maharashtra,Mumbai Suburban,400082,1,1
25-10-2025,Maharashtra,Mumbai Suburban,400084,3,2
25-10-2025,Maharashtra,Mumbai Suburban,400091,3,4
24-10-2025,Maharashtra,Mumbai Suburban,400050,10,4
24-10-2025,Maharashtra,Mumbai Suburban,400051,25,19
24-10-2025,Maharashtra,Mumbai Suburban,400058,8,9
24-10-2025,Maharashtra,Mumbai Suburban,400060,7,7
24-10-2025,Maharashtra,Mumbai Suburban,400061,8,7
24-10-2025,Maharashtra,Mumbai Suburban,400068,20,12
24-10-2025,Maharashtra,Mumbai Suburban,400069,11,4
24-10-2025,Maharashtra,Mumbai Suburban,400074,14,15
24-10-2025,Maharashtra,Mumbai Suburban,400075,2,7
24-10-2025,Maharashtra,Mumbai Suburban,400076,7,4
24-10-2025,Maharashtra,Mumbai Suburban,400077,4,3
24-10-2025,Maharashtra,Mumbai Suburban,400083,19,9
24-10-2025,Maharashtra,Mumbai Suburban,400101,18,16
24-10-2025,Maharashtra,Mumbai Suburban,400103,2,2
24-10-2025,Maharashtra,Mumbai Suburban,400104,25,14
26-10-2025,Maharashtra,Mumbai Suburban,400075,3,0
26-10-2025,Maharashtra,Mumbai Suburban,400096,0,1
26-10-2025,Maharashtra,Mumbai Suburban,400103,0,1
27-10-2025,Maharashtra,Mumbai Suburban,400042,7,3
27-10-2025,Maharashtra,Mumbai Suburban,400055,28,10
27-10-2025,Maharashtra,Mumbai Suburban,400058,14,6
27-10-2025,Maharashtra,Mumbai Suburban,400061,6,2
27-10-2025,Maharashtra,Mumbai Suburban,400093,25,20
05-09-2025,Maharashtra,Mumbai Suburban,400043,23,20
05-09-2025,Maharashtra,Mumbai Suburban,400052,1,0
05-09-2025,Maharashtra,Mumbai Suburban,400072,11,7
05-09-2025,Maharashtra,Mumbai Suburban,400075,0,3
05-09-2025,Maharashtra,Mumbai Suburban,400076,4,2
05-09-2025,Maharashtra,Mumbai Suburban,400104,3,16
04-09-2025,Maharashtra,Mumbai Suburban,400051,8,9
04-09-2025,Maharashtra,Mumbai Suburban,400052,2,2
04-09-2025,Maharashtra,Mumbai Suburban,400054,6,0
04-09-2025,Maharashtra,Mumbai Suburban,400063,5,2
04-09-2025,Maharashtra,Mumbai Suburban,400069,0,4
04-09-2025,Maharashtra,Mumbai Suburban,400074,3,3
04-09-2025,Maharashtra,Mumbai Suburban,400076,3,3
04-09-2025,Maharashtra,Mumbai Suburban,400078,7,10
04-09-2025,Maharashtra,Mumbai Suburban,400101,9,9
07-09-2025,Maharashtra,Mumbai Suburban,400043,2,2
07-09-2025,Maharashtra,Mumbai Suburban,400051,2,0
07-09-2025,Maharashtra,Mumbai Suburban,400063,1,1
07-09-2025,Maharashtra,Mumbai Suburban,400070,3,2
07-09-2025,Maharashtra,Mumbai Suburban,400071,0,1
07-09-2025,Maharashtra,Mumbai Suburban,400078,1,0
06-09-2025,Maharashtra,Mumbai Suburban,400042,2,2
06-09-2025,Maharashtra,Mumbai Suburban,400052,1,4
06-09-2025,Maharashtra,Mumbai Suburban,400064,8,1
06-09-2025,Maharashtra,Mumbai Suburban,400074,2,0
06-09-2025,Maharashtra,Mumbai Suburban,400088,9,1
06-09-2025,Maharashtra,Mumbai Suburban,400091,2,1
06-09-2025,Maharashtra,Mumbai Suburban,400092,2,3
02-09-2025,Maharashtra,Mumbai Suburban,400055,5,4
02-09-2025,Maharashtra,Mumbai Suburban,400057,3,2
02-09-2025,Maharashtra,Mumbai Suburban,400059,3,5
02-09-2025,Maharashtra,Mumbai Suburban,400064,7,3
02-09-2025,Maharashtra,Mumbai Suburban,400067,25,25
02-09-2025,Maharashtra,Mumbai Suburban,400069,3,4
02-09-2025,Maharashtra,Mumbai Suburban,400070,30,17
02-09-2025,Maharashtra,Mumbai Suburban,400071,5,7
02-09-2025,Maharashtra,Mumbai Suburban,400072,19,6
02-09-2025,Maharashtra,Mumbai Suburban,400089,3,1
02-09-2025,Maharashtra,Mumbai Suburban,400093,6,10
02-09-2025,Maharashtra,Mumbai Suburban,400098,0,1
02-09-2025,Maharashtra,Mumbai Suburban,400101,1,4
02-09-2025,Maharashtra,Mumbai Suburban,400104,13,5
01-09-2025,Maharashtra,Mumbai Suburban,400024,4,3
01-09-2025,Maharashtra,Mumbai Suburban,400029,0,2
01-09-2025,Maharashtra,Mumbai Suburban,400049,0,2
01-09-2025,Maharashtra,Mumbai Suburban,400050,5,6
01-09-2025,Maharashtra,Mumbai Suburban,400053,2,7
01-09-2025,Maharashtra,Mumbai Suburban,400056,1,2
01-09-2025,Maharashtra,Mumbai Suburban,400057,7,1
01-09-2025,Maharashtra,Mumbai Suburban,400064,10,5
01-09-2025,Maharashtra,Mumbai Suburban,400069,3,6
01-09-2025,Maharashtra,Mumbai Suburban,400070,34,26
01-09-2025,Maharashtra,Mumbai Suburban,400076,1,0
01-09-2025,Maharashtra,Mumbai Suburban,400088,10,14
01-09-2025,Maharashtra,Mumbai Suburban,400093,13,10
01-09-2025,Maharashtra,Mumbai Suburban,400102,13,13
01-09-2025,Maharashtra,Mumbai Suburban,400103,3,0
05-10-2025,Maharashtra,Mumbai Suburban,400058,2,0
05-10-2025,Maharashtra,Mumbai Suburban,400083,1,0
07-10-2025,Maharashtra,Mumbai Suburban,400049,2,1
07-10-2025,Maharashtra,Mumbai Suburban,400051,17,29
07-10-2025,Maharashtra,Mumbai Suburban,400055,10,11
07-10-2025,Maharashtra,Mumbai Suburban,400064,8,12
07-10-2025,Maharashtra,Mumbai Suburban,400067,21,37
07-10-2025,Maharashtra,Mumbai Suburban,400071,11,12
07-10-2025,Maharashtra,Mumbai Suburban,400075,10,3
07-10-2025,Maharashtra,Mumbai Suburban,400091,0,2
07-10-2025,Maharashtra,Mumbai Suburban,400094,2,0
07-10-2025,Maharashtra,Mumbai Suburban,400098,1,5
23-09-2025,Maharashtra,Mumbai Suburban,400029,8,4
23-09-2025,Maharashtra,Mumbai Suburban,400055,20,15
23-09-2025,Maharashtra,Mumbai Suburban,400058,10,12
23-09-2025,Maharashtra,Mumbai Suburban,400060,20,15
23-09-2025,Maharashtra,Mumbai Suburban,400064,2,5
23-09-2025,Maharashtra,Mumbai Suburban,400065,13,7
23-09-2025,Maharashtra,Mumbai Suburban,400071,18,9
23-09-2025,Maharashtra,Mumbai Suburban,400072,49,12
23-09-2025,Maharashtra,Mumbai Suburban,400077,7,4
23-09-2025,Maharashtra,Mumbai Suburban,400078,40,12
23-09-2025,Maharashtra,Mumbai Suburban,400080,14,5
23-09-2025,Maharashtra,Mumbai Suburban,400081,10,2
23-09-2025,Maharashtra,Mumbai Suburban,400084,10,2
23-09-2025,Maharashtra,Mumbai Suburban,400088,25,14
23-09-2025,Maharashtra,Mumbai Suburban,400089,8,2
23-09-2025,Maharashtra,Mumbai Suburban,400098,2,4
23-09-2025,Maharashtra,Mumbai Suburban,400101,33,31
23-09-2025,Maharashtra,Mumbai Suburban,400103,4,9
23-09-2025,Maharashtra,Mumbai Suburban,400104,35,16
19-09-2025,Maharashtra,Mumbai Suburban,400029,6,2
19-09-2025,Maharashtra,Mumbai Suburban,400042,10,6
19-09-2025,Maharashtra,Mumbai Suburban,400055,17,11
19-09-2025,Maharashtra,Mumbai Suburban,400061,5,6
19-09-2025,Maharashtra,Mumbai Suburban,400067,51,34
19-09-2025,Maharashtra,Mumbai Suburban,400071,11,6
19-09-2025,Maharashtra,Mumbai Suburban,400075,17,4
19-09-2025,Maharashtra,Mumbai Suburban,400088,28,11
15-09-2025,Maharashtra,Mumbai Suburban,400050,8,4
15-09-2025,Maharashtra,Mumbai Suburban,400051,20,11
15-09-2025,Maharashtra,Mumbai Suburban,400053,2,2
15-09-2025,Maharashtra,Mumbai Suburban,400054,4,3
15-09-2025,Maharashtra,Mumbai Suburban,400056,2,0
15-09-2025,Maharashtra,Mumbai Suburban,400059,12,3
15-09-2025,Maharashtra,Mumbai Suburban,400069,3,2
15-09-2025,Maharashtra,Mumbai Suburban,400070,32,13
15-09-2025,Maharashtra,Mumbai Suburban,400087,9,2
15-09-2025,Maharashtra,Mumbai Suburban,400089,11,3
15-09-2025,Maharashtra,Mumbai Suburban,400096,1,0
15-09-2025,Maharashtra,Mumbai Suburban,400097,48,10
15-09-2025,Maharashtra,Mumbai Suburban,400103,7,7
29-08-2025,Maharashtra,Mumbai Suburban,400042,6,5
29-08-2025,Maharashtra,Mumbai Suburban,400043,34,29
29-08-2025,Maharashtra,Mumbai Suburban,400049,2,3
29-08-2025,Maharashtra,Mumbai Suburban,400050,4,9
29-08-2025,Maharashtra,Mumbai Suburban,400051,16,10
29-08-2025,Maharashtra,Mumbai Suburban,400052,3,2
29-08-2025,Maharashtra,Mumbai Suburban,400059,11,2
29-08-2025,Maharashtra,Mumbai Suburban,400061,1,5
29-08-2025,Maharashtra,Mumbai Suburban,400065,4,5
29-08-2025,Maharashtra,Mumbai Suburban,400074,3,4
29-08-2025,Maharashtra,Mumbai Suburban,400077,8,3
29-08-2025,Maharashtra,Mumbai Suburban,400079,5,1
29-08-2025,Maharashtra,Mumbai Suburban,400084,3,1
06-08-2025,Maharashtra,Mumbai Suburban,400029,0,1
06-08-2025,Maharashtra,Mumbai Suburban,400043,28,48
06-08-2025,Maharashtra,Mumbai Suburban,400054,8,3
06-08-2025,Maharashtra,Mumbai Suburban,400055,23,17
06-08-2025,Maharashtra,Mumbai Suburban,400056,3,0
06-08-2025,Maharashtra,Mumbai Suburban,400057,0,2
06-08-2025,Maharashtra,Mumbai Suburban,400066,4,8
06-08-2025,Maharashtra,Mumbai Suburban,400072,17,18
06-08-2025,Maharashtra,Mumbai Suburban,400074,4,6
06-08-2025,Maharashtra,Mumbai Suburban,400077,5,5
06-08-2025,Maharashtra,Mumbai Suburban,400084,2,1
03-08-2025,Maharashtra,Mumbai Suburban,400070,1,1
02-08-2025,Maharashtra,Mumbai Suburban,400043,19,23
02-08-2025,Maharashtra,Mumbai Suburban,400052,0,1
02-08-2025,Maharashtra,Mumbai Suburban,400053,21,22
02-08-2025,Maharashtra,Mumbai Suburban,400060,7,4
02-08-2025,Maharashtra,Mumbai Suburban,400063,1,6
02-08-2025,Maharashtra,Mumbai Suburban,400066,4,13
02-08-2025,Maharashtra,Mumbai Suburban,400067,20,20
02-08-2025,Maharashtra,Mumbai Suburban,400071,10,11
02-08-2025,Maharashtra,Mumbai Suburban,400075,1,4
02-08-2025,Maharashtra,Mumbai Suburban,400077,1,4
02-08-2025,Maharashtra,Mumbai Suburban,400081,8,2
02-08-2025,Maharashtra,Mumbai Suburban,400082,2,0
02-08-2025,Maharashtra,Mumbai Suburban,400092,5,3
02-08-2025,Maharashtra,Mumbai Suburban,400097,30,25
02-08-2025,Maharashtra,Mumbai Suburban,400104,12,5
28-07-2025,Maharashtra,Mumbai Suburban,400057,1,1
28-07-2025,Maharashtra,Mumbai Suburban,400066,11,14
28-07-2025,Maharashtra,Mumbai Suburban,400068,16,28
28-07-2025,Maharashtra,Mumbai Suburban,400071,11,21
28-07-2025,Maharashtra,Mumbai Suburban,400072,23,15
28-07-2025,Maharashtra,Mumbai Suburban,400087,4,2
28-07-2025,Maharashtra,Mumbai Suburban,400091,1,2
28-07-2025,Maharashtra,Mumbai Suburban,400098,0,3
28-07-2025,Maharashtra,Mumbai Suburban,400102,10,10
29-07-2025,Maharashtra,Mumbai Suburban,400050,3,15
29-07-2025,Maharashtra,Mumbai Suburban,400053,3,1
29-07-2025,Maharashtra,Mumbai Suburban,400057,2,1
29-07-2025,Maharashtra,Mumbai Suburban,400059,2,3
29-07-2025,Maharashtra,Mumbai Suburban,400068,7,11
29-07-2025,Maharashtra,Mumbai Suburban,400072,15,16
29-07-2025,Maharashtra,Mumbai Suburban,400074,2,4
29-07-2025,Maharashtra,Mumbai Suburban,400075,1,3
29-07-2025,Maharashtra,Mumbai Suburban,400078,7,11
29-07-2025,Maharashtra,Mumbai Suburban,400079,4,5
29-07-2025,Maharashtra,Mumbai Suburban,400080,5,11
29-07-2025,Maharashtra,Mumbai Suburban,400081,2,4
29-07-2025,Maharashtra,Mumbai Suburban,400082,1,0
29-07-2025,Maharashtra,Mumbai Suburban,400092,6,12
29-07-2025,Maharashtra,Mumbai Suburban,400094,1,3
29-07-2025,Maharashtra,Mumbai Suburban,400103,3,2
31-07-2025,Maharashtra,Mumbai Suburban,400024,6,9
31-07-2025,Maharashtra,Mumbai Suburban,400042,13,3
31-07-2025,Maharashtra,Mumbai Suburban,400053,6,3
31-07-2025,Maharashtra,Mumbai Suburban,400055,14,10
31-07-2025,Maharashtra,Mumbai Suburban,400058,11,6
31-07-2025,Maharashtra,Mumbai Suburban,400067,33,16
31-07-2025,Maharashtra,Mumbai Suburban,400068,19,14
31-07-2025,Maharashtra,Mumbai Suburban,400075,11,1
31-07-2025,Maharashtra,Mumbai Suburban,400086,31,11
31-07-2025,Maharashtra,Mumbai Suburban,400091,1,2
31-07-2025,Maharashtra,Mumbai Suburban,400097,34,11
31-07-2025,Maharashtra,Mumbai Suburban,400101,20,15
31-07-2025,Maharashtra,Mumbai Suburban,400103,6,2
31-07-2025,Maharashtra,Mumbai Suburban,400104,17,9
25-07-2025,Maharashtra,Mumbai Suburban,400024,1,6
25-07-2025,Maharashtra,Mumbai Suburban,400042,2,0
25-07-2025,Maharashtra,Mumbai Suburban,400043,17,16
25-07-2025,Maharashtra,Mumbai Suburban,400054,2,0
25-07-2025,Maharashtra,Mumbai Suburban,400056,3,1
25-07-2025,Maharashtra,Mumbai Suburban,400057,1,4
25-07-2025,Maharashtra,Mumbai Suburban,400058,4,3
25-07-2025,Maharashtra,Mumbai Suburban,400059,1,5
25-07-2025,Maharashtra,Mumbai Suburban,400075,2,3
25-07-2025,Maharashtra,Mumbai Suburban,400081,1,0
25-07-2025,Maharashtra,Mumbai Suburban,400084,6,0
25-07-2025,Maharashtra,Mumbai Suburban,400088,2,3
25-07-2025,Maharashtra,Mumbai Suburban,400091,1,0
25-07-2025,Maharashtra,Mumbai Suburban,400095,6,3
25-07-2025,Maharashtra,Mumbai Suburban,400097,18,18
25-07-2025,Maharashtra,Mumbai Suburban,400103,0,2
21-07-2025,Maharashtra,Mumbai Suburban,400051,13,13
21-07-2025,Maharashtra,Mumbai Suburban,400054,4,1
21-07-2025,Maharashtra,Mumbai Suburban,400066,10,11
21-07-2025,Maharashtra,Mumbai Suburban,400067,7,28
21-07-2025,Maharashtra,Mumbai Suburban,400069,2,4
21-07-2025,Maharashtra,Mumbai Suburban,400074,9,11
21-07-2025,Maharashtra,Mumbai Suburban,400088,8,8
21-07-2025,Maharashtra,Mumbai Suburban,400103,3,4
22-07-2025,Maharashtra,Mumbai Suburban,400029,2,1
22-07-2025,Maharashtra,Mumbai Suburban,400049,2,1
22-07-2025,Maharashtra,Mumbai Suburban,400054,6,2
22-07-2025,Maharashtra,Mumbai Suburban,400059,1,4
22-07-2025,Maharashtra,Mumbai Suburban,400064,5,10
22-07-2025,Maharashtra,Mumbai Suburban,400070,32,23
22-07-2025,Maharashtra,Mumbai Suburban,400071,6,8
22-07-2025,Maharashtra,Mumbai Suburban,400080,7,7
22-07-2025,Maharashtra,Mumbai Suburban,400081,8,1
22-07-2025,Maharashtra,Mumbai Suburban,400083,12,27
18-08-2025,Maharashtra,Mumbai Suburban,400052,0,1
18-08-2025,Maharashtra,Mumbai Suburban,400072,9,12
18-08-2025,Maharashtra,Mumbai Suburban,400075,0,2
18-08-2025,Maharashtra,Mumbai Suburban,400082,5,0
18-08-2025,Maharashtra,Mumbai Suburban,400086,7,4
18-08-2025,Maharashtra,Mumbai Suburban,400091,2,1
18-08-2025,Maharashtra,Mumbai Suburban,400095,9,9
08-08-2025,Maharashtra,Mumbai Suburban,400029,0,1
08-08-2025,Maharashtra,Mumbai Suburban,400055,7,1
08-08-2025,Maharashtra,Mumbai Suburban,400060,5,0
08-08-2025,Maharashtra,Mumbai Suburban,400064,31,15
08-08-2025,Maharashtra,Mumbai Suburban,400068,11,10
08-08-2025,Maharashtra,Mumbai Suburban,400069,2,2
08-08-2025,Maharashtra,Mumbai Suburban,400070,16,15
08-08-2025,Maharashtra,Mumbai Suburban,400072,19,5
08-08-2025,Maharashtra,Mumbai Suburban,400080,1,3
08-08-2025,Maharashtra,Mumbai Suburban,400093,4,5
07-08-2025,Maharashtra,Mumbai Suburban,400024,4,3
07-08-2025,Maharashtra,Mumbai Suburban,400042,3,5
07-08-2025,Maharashtra,Mumbai Suburban,400043,32,42
07-08-2025,Maharashtra,Mumbai Suburban,400063,2,2
07-08-2025,Maharashtra,Mumbai Suburban,400069,2,1
07-08-2025,Maharashtra,Mumbai Suburban,400080,7,7
07-08-2025,Maharashtra,Mumbai Suburban,400082,6,1
07-08-2025,Maharashtra,Mumbai Suburban,400086,14,14
07-08-2025,Maharashtra,Mumbai Suburban,400092,12,5
07-08-2025,Maharashtra,Mumbai Suburban,400102,4,11
27-07-2025,Maharashtra,Mumbai Suburban,400056,0,1
27-07-2025,Maharashtra,Mumbai Suburban,400058,0,1
27-07-2025,Maharashtra,Mumbai Suburban,400060,9,2
27-07-2025,Maharashtra,Mumbai Suburban,400065,1,2
27-07-2025,Maharashtra,Mumbai Suburban,400075,3,3
27-07-2025,Maharashtra,Mumbai Suburban,400076,1,0
27-07-2025,Maharashtra,Mumbai Suburban,400086,0,1
27-07-2025,Maharashtra,Mumbai Suburban,400093,5,0
27-07-2025,Maharashtra,Mumbai Suburban,400102,3,0
26-07-2025,Maharashtra,Mumbai Suburban,400055,6,3
26-07-2025,Maharashtra,Mumbai Suburban,400057,1,2
26-07-2025,Maharashtra,Mumbai Suburban,400059,15,11
26-07-2025,Maharashtra,Mumbai Suburban,400061,4,8
26-07-2025,Maharashtra,Mumbai Suburban,400063,8,6
26-07-2025,Maharashtra,Mumbai Suburban,400066,4,4
26-07-2025,Maharashtra,Mumbai Suburban,400077,6,3
26-07-2025,Maharashtra,Mumbai Suburban,400095,24,16
26-07-2025,Maharashtra,Mumbai Suburban,400101,29,30
26-07-2025,Maharashtra,Mumbai Suburban,400102,14,7
15-08-2025,Maharashtra,Mumbai Suburban,400043,1,0
15-08-2025,Maharashtra,Mumbai Suburban,400072,1,0
15-08-2025,Maharashtra,Mumbai Suburban,400074,0,1
16-08-2025,Maharashtra,Mumbai Suburban,400042,1,4
16-08-2025,Maharashtra,Mumbai Suburban,400052,0,2
16-08-2025,Maharashtra,Mumbai Suburban,400076,2,1
16-08-2025,Maharashtra,Mumbai Suburban,400080,2,5
16-08-2025,Maharashtra,Mumbai Suburban,400092,3,1
16-08-2025,Maharashtra,Mumbai Suburban,400098,1,0
16-08-2025,Maharashtra,Mumbai Suburban,400102,3,0
17-08-2025,Maharashtra,Mumbai Suburban,400055,1,0
17-08-2025,Maharashtra,Mumbai Suburban,400059,0,1
17-08-2025,Maharashtra,Mumbai Suburban,400066,6,0
17-08-2025,Maharashtra,Mumbai Suburban,400075,1,1
17-08-2025,Maharashtra,Mumbai Suburban,400095,1,0
23-08-2025,Maharashtra,Mumbai Suburban,400051,5,2
23-08-2025,Maharashtra,Mumbai Suburban,400063,6,3
23-08-2025,Maharashtra,Mumbai Suburban,400064,8,6
23-08-2025,Maharashtra,Mumbai Suburban,400065,7,3
23-08-2025,Maharashtra,Mumbai Suburban,400069,3,6
